room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
9298145,45199518,Entire home/apt,Wandsworth,Tooting,1,5.0,,3.0,146.0,1.0,51.427589,-0.177474,2016-03-07 19:42:21.077677
7471878,15411688,Entire home/apt,Westminster,Bayswater,8,5.0,2.0,1.0,191.0,4.0,51.517889,-0.193057,2016-03-07 19:42:18.649155
9847898,29594197,Entire home/apt,Islington,Caledonian,0,,,3.0,205.0,4.0,51.539122,-0.116715,2016-03-07 19:42:14.255905
9155105,25763122,Private room,Brent,Queens Park,0,,1.0,1.0,73.0,3.0,51.531903,-0.212343,2016-03-07 19:42:10.175428
9343780,20885792,Entire home/apt,Greenwich,Greenwich West,3,5.0,2.0,0.0,103.0,1.0,51.47396,-0.02092,2016-03-07 19:42:02.298230
1965189,2769341,Entire home/apt,Hackney,Hackney Downs,8,4.5,2.0,1.0,107.0,5.0,51.552896,-0.053392,2016-03-07 19:41:36.419627
8251735,13676387,Entire home/apt,Tower Hamlets,Mile End,1,5.0,2.0,1.0,125.0,4.0,51.524056,-0.03675,2016-03-07 19:41:29.906628
336845,1713320,Private room,Kensington and Chelsea,St. Helen's,16,5.0,2.0,1.0,125.0,2.0,51.517212,-0.215626,2016-03-07 19:40:55.853789
6811366,35493752,Private room,Tower Hamlets,Bow West,2,4.5,2.0,1.0,44.0,2.0,51.527428,-0.031576,2016-03-07 19:40:43.319771
9806922,50524134,Entire home/apt,Westminster,Marylebone High Street,0,,5.0,2.0,330.0,21.0,51.520969,-0.146796,2016-03-07 19:40:38.917825
7586796,2701662,Entire home/apt,Camden,Belsize,3,5.0,2.0,1.0,132.0,1.0,51.544674,-0.169237,2016-03-07 19:40:16.881186
6176242,6641897,Private room,Southwark,College,0,,1.0,1.0,117.0,1.0,51.438124,-0.063815,2016-03-07 19:40:11.510665
7102440,11500535,Entire home/apt,Hackney,Haggerston,8,5.0,3.0,1.0,145.0,,51.529548,-0.077343,2016-03-07 19:40:01.818226
93209,500365,Private room,Tower Hamlets,Bethnal Green,6,5.0,2.0,1.0,66.0,1.0,51.5274,-0.043881,2016-03-07 19:39:59.173060
1979307,4174847,Entire home/apt,Southwark,Rotherhithe,5,4.5,2.0,1.0,132.0,4.0,51.491978,-0.04586,2016-03-07 19:39:54.817307
6892133,36115963,Entire home/apt,Tower Hamlets,Lansbury,2,5.0,4.0,1.0,256.0,2.0,51.518432,-0.014775,2016-03-07 19:39:40.920698
7177154,2620193,Private room,Hackney,Hackney Downs,5,5.0,2.0,1.0,52.0,2.0,51.556058,-0.056781,2016-03-07 19:39:37.567550
4756907,506866,Private room,Tower Hamlets,Bromley South,0,,2.0,1.0,117.0,1.0,51.520623,-0.017792,2016-03-07 19:39:32.779672
7566564,18786770,Entire home/apt,Haringey,Seven Sisters,2,5.0,4.0,0.0,146.0,1.0,51.573839,-0.096751,2016-03-07 19:39:26.771999
4469253,20983205,Entire home/apt,Lambeth,Thurlow Park,37,4.5,3.0,1.0,103.0,2.0,51.435611,-0.102487,2016-03-07 19:39:19.386974
9711813,9376784,Entire home/apt,Hammersmith and Fulham,Addison,2,5.0,2.0,0.0,69.0,2.0,51.500993,-0.217089,2016-03-07 19:39:10.292301
1432552,1616720,Entire home/apt,Brent,Queens Park,24,4.5,,2.0,218.0,2.0,51.535521,-0.202207,2016-03-07 19:39:08.530290
6372147,598895,Entire home/apt,Tower Hamlets,Weavers,37,4.5,4.0,0.0,136.0,1.0,51.524881,-0.072381,2016-03-07 19:38:47.257981
4298578,14706863,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,4,5.0,4.0,2.0,191.0,2.0,51.500461,-0.226991,2016-03-07 19:38:39.400499
5695212,29523728,Entire home/apt,Westminster,Harrow Road,41,5.0,5.0,2.0,176.0,1.0,51.524931,-0.193594,2016-03-07 19:38:36.977902
9047105,19410355,Private room,Tower Hamlets,Spitalfields & Banglatown,16,5.0,,1.0,73.0,1.0,51.517596,-0.06602,2016-03-07 19:38:13.589604
6499982,14651744,Entire home/apt,Hackney,Hackney Central,3,5.0,,2.0,176.0,6.0,51.544043,-0.05578,2016-03-07 19:38:03.654808
1100634,6045561,Private room,Croydon,Heathfield,1,5.0,,1.0,34.0,7.0,51.370434,-0.043696,2016-03-07 19:37:54.963292
3474959,7820774,Private room,Hammersmith and Fulham,Sands End,73,4.5,2.0,1.0,59.0,2.0,51.467088,-0.197819,2016-03-07 19:37:39.476681
4275500,22196770,Private room,Redbridge,Bridge,2,5.0,2.0,1.0,52.0,1.0,51.610257,0.039367,2016-03-07 19:37:36.298113
4845814,6419812,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,37,4.5,2.0,1.0,115.0,,51.518665,-0.067039,2016-03-07 19:37:32.148830
5506762,5780105,Private room,Hackney,De Beauvoir,19,4.5,2.0,1.0,59.0,,51.540314,-0.081074,2016-03-07 19:37:21.333245
5235397,27094488,Private room,Hammersmith and Fulham,Town,0,,1.0,1.0,95.0,1.0,51.472818,-0.204537,2016-03-07 19:37:13.218874
7572133,10480960,Entire home/apt,Islington,Caledonian,1,,2.0,1.0,139.0,2.0,51.543907,-0.114222,2016-03-07 19:37:00.329865
3280009,15952625,Entire home/apt,Waltham Forest,Cann Hall,7,4.0,4.0,1.0,80.0,1.0,51.558707,0.010974,2016-03-07 19:36:56.407071
10084012,39416777,Private room,Newham,Stratford and New Town,1,5.0,2.0,1.0,96.0,1.0,51.541139,-0.003075,2016-03-07 19:36:30.573161
8333294,12752711,Entire home/apt,Tower Hamlets,Shadwell,14,4.0,,4.0,291.0,2.0,51.510567,-0.055479,2016-03-07 19:36:23.309165
10982952,19403737,Entire home/apt,Merton,Pollards Hill,0,,5.0,3.0,117.0,1.0,51.401674,-0.129105,2016-03-07 19:36:07.221298
8981798,1432477,Entire home/apt,Hammersmith and Fulham,Fulham Reach,2,5.0,4.0,1.0,130.0,,51.486455,-0.217512,2016-03-07 19:35:51.336245
10291627,52942774,Entire home/apt,Newham,Plaistow North,0,,2.0,1.0,73.0,10.0,51.531514,0.031661,2016-03-07 19:35:37.969356
10334210,52384897,Entire home/apt,Harrow,Harrow Weald,0,,5.0,2.0,263.0,3.0,51.613059,-0.34287,2016-03-07 19:35:22.819438
521771,2565699,Private room,Haringey,Seven Sisters,54,5.0,1.0,1.0,42.0,2.0,51.577741,-0.076223,2016-03-07 19:35:17.057093
507124,2484288,Entire home/apt,Wandsworth,Latchmere,50,4.5,5.0,2.0,144.0,2.0,51.473345,-0.155462,2016-03-07 19:35:10.312717
6623667,4821532,Entire home/apt,Lambeth,Thornton,6,5.0,,3.0,146.0,2.0,51.443425,-0.139247,2016-03-07 19:35:06.045350
5880431,30529675,Entire home/apt,Camden,Bloomsbury,11,4.0,4.0,0.0,169.0,1.0,51.522509,-0.140699,2016-03-07 19:35:02.533128
5717212,7724893,Entire home/apt,Kensington and Chelsea,Chelsea Riverside,6,4.5,,3.0,304.0,2.0,51.484681,-0.174452,2016-03-07 19:34:59.468340
3153564,6221090,Private room,Merton,Graveney,10,4.5,2.0,1.0,44.0,1.0,51.416331,-0.155553,2016-03-07 19:34:57.012798
8707766,42481936,Entire home/apt,Tower Hamlets,Bromley South,2,4.5,4.0,2.0,175.0,1.0,51.523779,-0.008937,2016-03-07 19:34:54.409590
9580490,46659368,Private room,Hammersmith and Fulham,Sands End,0,,2.0,1.0,87.0,1.0,51.473721,-0.186899,2016-03-07 19:34:50.433912
9079554,4821653,Private room,Tower Hamlets,Whitechapel,7,4.5,1.0,1.0,37.0,3.0,51.513845,-0.061852,2016-03-07 19:34:48.169503
758800,3934210,Private room,Hackney,Hackney Central,5,5.0,1.0,1.0,44.0,3.0,51.548405,-0.060737,2016-03-07 19:34:16.139901
6098149,3280218,Entire home/apt,Hackney,Homerton,3,5.0,2.0,1.0,109.0,7.0,51.547696,-0.043597,2016-03-07 19:34:08.443428
7834452,31769923,Private room,Croydon,Fairfield,1,5.0,2.0,1.0,80.0,1.0,51.368424,-0.067442,2016-03-07 19:33:55.661403
4851533,24960986,Entire home/apt,Westminster,Lancaster Gate,0,,2.0,1.0,169.0,1.0,51.512023,-0.192975,2016-03-07 19:33:51.066430
3135123,13125772,Private room,Hackney,Hackney Central,2,5.0,2.0,1.0,80.0,1.0,51.545679,-0.061074,2016-03-07 19:33:30.423991
402738,800096,Entire home/apt,Islington,Bunhill,12,5.0,4.0,2.0,132.0,4.0,51.521554,-0.091905,2016-03-07 19:33:23.858945
9848065,50705916,Private room,Newham,Forest Gate South,0,,2.0,1.0,37.0,1.0,51.54807,0.02611,2016-03-07 19:33:19.733578
574475,2826850,Private room,Ealing,Northolt Mandeville,10,5.0,2.0,1.0,37.0,5.0,51.548296,-0.361913,2016-03-07 19:33:17.790749
6284329,101037,Entire home/apt,Islington,Bunhill,21,4.5,4.0,1.0,145.0,1.0,51.525376,-0.102021,2016-03-07 19:32:57.673765
9722824,28691444,Entire home/apt,Bromley,Plaistow and Sundridge,0,,,5.0,271.0,3.0,51.422251,0.030249,2016-03-07 19:32:55.213583
10313856,23886402,Private room,Southwark,East Dulwich,0,,2.0,1.0,59.0,1.0,51.459524,-0.073519,2016-03-07 19:32:51.747087
4939326,25453672,Private room,Waltham Forest,Valley,0,,2.0,1.0,44.0,3.0,51.603335,-0.017182,2016-03-07 19:32:40.455543
8649320,60603,Entire home/apt,Hammersmith and Fulham,Askew,3,3.0,,4.0,249.0,3.0,51.505608,-0.243651,2016-03-07 19:32:16.745065
4757332,24548509,Private room,Tower Hamlets,Lansbury,0,,2.0,1.0,73.0,1.0,51.512931,-0.012215,2016-03-07 19:32:14.395917
6807286,29555126,Private room,Lewisham,Evelyn,29,4.5,1.0,1.0,55.0,1.0,51.489868,-0.048961,2016-03-07 19:31:48.357168
8348569,13570541,Private room,Islington,Clerkenwell,12,4.0,2.0,1.0,95.0,2.0,51.527515,-0.115012,2016-03-07 19:31:46.208313
10363175,53335596,Entire home/apt,Brent,Queens Park,0,,3.0,3.0,70.0,1.0,51.538869,-0.219748,2016-03-07 19:31:38.914053
10092831,13250883,Entire home/apt,Wandsworth,Balham,3,4.5,4.0,1.0,101.0,1.0,51.450713,-0.154305,2016-03-07 19:31:27.466530
1879125,3810158,Entire home/apt,Camden,Belsize,15,4.5,2.0,0.0,143.0,3.0,51.548567,-0.166283,2016-03-07 19:31:21.189949
2036152,9793025,Private room,Waltham Forest,Leytonstone,0,,4.0,1.0,43.0,1.0,51.571202,0.003738,2016-03-07 19:31:14.492365
6597529,3802661,Entire home/apt,Westminster,Harrow Road,3,4.5,5.0,1.0,133.0,2.0,51.525278,-0.19757,2016-03-07 19:31:06.909430
9406781,48751110,Private room,Tower Hamlets,St. Dunstan's,9,3.5,2.0,1.0,44.0,2.0,51.522225,-0.040997,2016-03-07 19:30:55.801695
10514140,1425784,Entire home/apt,Hackney,Haggerston,0,,,3.0,440.0,3.0,51.53258,-0.076389,2016-03-07 19:30:48.297829
2026411,4649563,Entire home/apt,Islington,Bunhill,6,4.5,3.0,1.0,214.0,7.0,51.521826,-0.097757,2016-03-07 19:30:29.713526
6508590,34026534,Private room,Westminster,Lancaster Gate,0,,2.0,1.0,66.0,1.0,51.513653,-0.186329,2016-03-07 19:30:23.001814
7847939,3059963,Entire home/apt,Hackney,Shacklewell,2,4.5,4.0,2.0,102.0,2.0,51.552525,-0.06751,2016-03-07 19:30:21.346843
455873,1950053,Private room,Redbridge,Newbury,27,4.5,1.0,1.0,44.0,4.0,51.572134,0.07815,2016-03-07 19:30:09.040436
5090338,22250203,Entire home/apt,Southwark,Peckham Rye,12,4.5,,2.0,73.0,1.0,51.460267,-0.067377,2016-03-07 19:29:55.100049
74732,345130,Entire home/apt,Kensington and Chelsea,Campden,24,4.5,2.0,1.0,191.0,2.0,51.502372,-0.187701,2016-03-07 19:29:49.272268
3156848,16018553,Entire home/apt,Camden,Kilburn,0,,1.0,1.0,124.0,3.0,51.538678,-0.187207,2016-03-07 19:29:37.240214
8436737,33889201,Entire home/apt,Westminster,Marylebone High Street,0,,4.0,1.0,318.0,4.0,51.516946,-0.150018,2016-03-07 19:29:34.389176
556973,2738552,Private room,Greenwich,Charlton,0,,2.0,1.0,146.0,2.0,51.483995,0.032263,2016-03-07 19:29:31.598711
9290511,48239094,Entire home/apt,Redbridge,Wanstead,0,,,4.0,160.0,5.0,51.571232,0.034468,2016-03-07 19:29:29.384744
7748209,37783977,Private room,Hounslow,Osterley and Spring Grove,26,5.0,2.0,1.0,62.0,1.0,51.477226,-0.347081,2016-03-07 19:29:19.963422
1383822,2570295,Private room,Greenwich,Middle Park and Sutcliffe,9,4.5,2.0,1.0,48.0,2.0,51.452901,0.023621,2016-03-07 19:29:12.161648
1149341,6300573,Private room,Haringey,Harringay,4,5.0,2.0,1.0,88.0,3.0,51.573284,-0.10175,2016-03-07 19:28:56.025488
9971173,2662962,Entire home/apt,Harrow,Hatch End,0,,5.0,5.0,117.0,1.0,51.611302,-0.362405,2016-03-07 19:28:49.865601
6683264,33889201,Entire home/apt,Westminster,Tachbrook,1,5.0,2.0,1.0,330.0,4.0,51.48736,-0.129778,2016-03-07 19:28:45.375241
6274939,32251174,Entire home/apt,Camden,Bloomsbury,3,3.5,,2.0,191.0,1.0,51.518528,-0.13429,2016-03-07 19:28:34.858792
5922175,19906494,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,2,4.5,4.0,1.0,161.0,1.0,51.493218,-0.229931,2016-03-07 19:27:52.202403
387871,1940847,Private room,Lambeth,Knight's Hill,9,5.0,2.0,1.0,117.0,1.0,51.428466,-0.110509,2016-03-07 19:27:46.702001
1166739,5364141,Entire home/apt,Westminster,Lancaster Gate,0,,3.0,1.0,294.0,30.0,51.515231,-0.181656,2016-03-07 19:27:01.684689
4155006,877975,Private room,Southwark,Surrey Docks,18,4.5,2.0,1.0,52.0,1.0,51.500942,-0.036921,2016-03-07 19:26:47.935952
410018,2040927,Private room,Croydon,Fairfield,0,,4.0,1.0,169.0,3.0,51.371886,-0.101833,2016-03-07 19:26:33.610368
11259208,1451718,Private room,Lewisham,Brockley,0,,3.0,1.0,44.0,1.0,51.474274,-0.028493,2016-03-07 19:26:14.422141
7464197,39097981,Private room,Kensington and Chelsea,Royal Hospital,5,5.0,1.0,1.0,87.0,3.0,51.487253,-0.166121,2016-03-07 19:26:09.805021
6904758,7949850,Private room,Wandsworth,Southfields,1,5.0,2.0,1.0,80.0,1.0,51.445055,-0.19852,2016-03-07 19:25:48.296344
318135,1604143,Entire home/apt,Enfield,Edmonton Green,0,,,2.0,161.0,4.0,51.616084,-0.066564,2016-03-07 19:25:39.270804
3743328,15952625,Entire home/apt,Redbridge,Barkingside,11,4.0,,2.0,117.0,1.0,51.581165,0.0763,2016-03-07 19:25:36.623692
2239818,8332873,Private room,Hounslow,Hanworth Park,12,4.0,1.0,1.0,42.0,1.0,51.446249,-0.40539,2016-03-07 19:25:26.674104
3717481,18961335,Entire home/apt,Enfield,Chase,0,,2.0,1.0,191.0,3.0,51.673065,-0.106828,2016-03-07 19:24:57.243630
7854448,5090191,Private room,Hackney,London Fields,0,,1.0,1.0,294.0,14.0,51.540898,-0.075859,2016-03-07 19:24:50.004853
2392134,9007033,Private room,Camden,Haverstock,120,4.5,2.0,1.0,96.0,1.0,51.544316,-0.150071,2016-03-07 19:24:48.425943
9166249,18128430,Private room,Richmond upon Thames,South Richmond,1,5.0,2.0,1.0,76.0,2.0,51.455595,-0.298959,2016-03-07 19:24:39.073188
588738,2483999,Private room,Tower Hamlets,Bethnal Green,24,5.0,2.0,1.0,44.0,4.0,51.520758,-0.05388,2016-03-07 19:24:21.403862
6737012,19464934,Private room,Merton,Pollards Hill,9,5.0,1.0,1.0,31.0,3.0,51.398332,-0.136259,2016-03-07 19:24:10.706157
90700,491286,Entire home/apt,Kensington and Chelsea,Pembridge,192,4.5,2.0,1.0,161.0,2.0,51.510741,-0.198534,2016-03-07 19:24:01.900783
4724478,1432477,Entire home/apt,Kensington and Chelsea,Earl's Court,28,4.0,,2.0,188.0,,51.491524,-0.197364,2016-03-07 19:23:56.426584
4922577,25354030,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,55,5.0,2.0,0.0,119.0,2.0,51.493791,-0.167664,2016-03-07 19:23:47.931669
6616940,34631604,Private room,Richmond upon Thames,Twickenham Riverside,24,5.0,2.0,1.0,88.0,1.0,51.454536,-0.314108,2016-03-07 19:23:45.754818
9853853,22011725,Private room,Tower Hamlets,Spitalfields & Banglatown,0,,2.0,1.0,81.0,1.0,51.517149,-0.076209,2016-03-07 19:23:42.872998
3587847,18076473,Entire home/apt,Camden,Kentish Town,7,4.5,3.0,2.0,175.0,1.0,51.552736,-0.135245,2016-03-07 19:23:16.522653
7814037,13954777,Private room,Southwark,Peckham Rye,2,5.0,2.0,1.0,52.0,1.0,51.452752,-0.062068,2016-03-07 19:22:57.796044
10062875,50971231,Entire home/apt,Westminster,Westbourne,0,,4.0,2.0,143.0,1.0,51.522347,-0.195587,2016-03-07 19:22:50.731175
8677860,31026854,Shared room,Brent,Tokyngton,2,4.5,2.0,1.0,57.0,1.0,51.561687,-0.276411,2016-03-07 19:22:47.224200
10426876,53701513,Private room,Lewisham,Forest Hill,0,,2.0,1.0,88.0,1.0,51.432931,-0.065058,2016-03-07 19:22:23.736602
8208173,33681872,Private room,Brent,Kilburn,0,,2.0,1.0,66.0,5.0,51.544718,-0.202705,2016-03-07 19:22:05.811735
9519462,49322063,Private room,Tower Hamlets,Blackwall & Cubitt Town,0,,4.0,1.0,44.0,1.0,51.493801,-0.01276,2016-03-07 19:21:54.041769
9215830,47924223,Shared room,Hackney,Haggerston,6,4.5,2.0,1.0,44.0,1.0,51.531681,-0.072183,2016-03-07 19:21:14.128800
8999387,20746272,Entire home/apt,Richmond upon Thames,South Richmond,22,5.0,4.0,1.0,153.0,1.0,51.460486,-0.297725,2016-03-07 19:20:49.742911
8539269,12639466,Shared room,Tower Hamlets,Spitalfields & Banglatown,10,3.5,1.0,1.0,32.0,2.0,51.521678,-0.068739,2016-03-07 19:20:46.578483
1331442,7222215,Private room,Richmond upon Thames,Mortlake and Barnes Common,32,5.0,2.0,1.0,103.0,1.0,51.467307,-0.257332,2016-03-07 19:20:38.618002
7813572,20001519,Entire home/apt,City of London,City of London,9,4.5,4.0,1.0,212.0,2.0,51.518708,-0.080017,2016-03-07 19:20:36.013994
9582581,46017911,Private room,Kensington and Chelsea,Courtfield,8,5.0,2.0,1.0,73.0,1.0,51.490677,-0.181991,2016-03-07 19:20:30.588699
7484965,39202710,Private room,Kensington and Chelsea,Redcliffe,0,,1.0,1.0,73.0,16.0,51.488787,-0.191717,2016-03-07 19:20:24.601544
10918648,24892821,Entire home/apt,Westminster,Bayswater,2,,4.0,1.0,132.0,1.0,51.514576,-0.19315,2016-03-07 19:20:22.578653
2280069,11597776,Entire home/apt,Lambeth,Brixton Hill,0,,2.0,1.0,236.0,1.0,51.44783,-0.127445,2016-03-07 19:20:11.329176
3632158,5763254,Entire home/apt,Hackney,Hoxton West,18,4.5,3.0,1.0,162.0,2.0,51.532525,-0.095441,2016-03-07 19:20:05.877223
6593987,11431,Entire home/apt,Hackney,Shacklewell,4,5.0,3.0,1.0,88.0,3.0,51.552017,-0.07811,2016-03-07 19:19:48.982821
4056687,21038893,Entire home/apt,Newham,Canning Town South,2,3.5,4.0,1.0,103.0,1.0,51.513311,0.009552,2016-03-07 19:19:33.991877
5949679,23077377,Entire home/apt,Merton,Graveney,9,5.0,,2.0,108.0,4.0,51.41638,-0.158138,2016-03-07 19:19:29.989483
400869,2000766,Entire home/apt,Barnet,Coppetts,36,4.5,,3.0,146.0,1.0,51.610976,-0.154351,2016-03-07 19:18:46.211778
8599016,16492569,Private room,Tower Hamlets,Bow West,2,4.5,2.0,1.0,57.0,1.0,51.531719,-0.036844,2016-03-07 19:18:43.174891
3581160,18038818,Private room,Brent,Willesden Green,0,,2.0,1.0,73.0,1.0,51.548752,-0.22731,2016-03-07 19:18:14.938987
5625712,9791720,Entire home/apt,Harrow,Greenhill,4,5.0,,2.0,162.0,7.0,51.579704,-0.331908,2016-03-07 19:18:13.176021
