room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3644641,1202154,Private room,Islington,Caledonian,2,4.5,2,1.0,140.0,1,51.535203,-0.118757,2015-01-18 11:54:16.753
3644706,838776,Entire home/apt,Kensington and Chelsea,Colville,0,,2,1.0,178.0,3,51.516049,-0.200528,2015-01-17 22:32:36.726
3645726,17630099,Entire home/apt,City of London,City of London,0,,4,2.0,172.0,1,51.515224,-0.076529,2015-01-17 22:13:57.834
3645778,5595435,Entire home/apt,Kensington and Chelsea,Colville,18,4.5,4,2.0,300.0,1,51.514617,-0.204835,2015-01-18 01:55:13.916
3647519,1773020,Private room,Lambeth,Prince's,0,,2,1.0,131.0,1,51.491761,-0.109146,2015-01-17 22:19:10.516
3647541,1584409,Entire home/apt,Tower Hamlets,St. Peter's,10,4.5,4,2.0,300.0,2,51.530269,-0.063002,2015-01-17 23:50:26.866
3648000,18437112,Entire home/apt,Greenwich,Peninsula,2,5.0,4,2.0,281.0,2,51.488596,0.003075,2015-01-17 16:59:28.962
3648058,17671340,Entire home/apt,Lewisham,Crofton Park,4,4.5,3,1.0,103.0,1,51.449658,-0.03828,2015-01-18 00:09:41.502
3648163,1016331,Entire home/apt,Camden,Camden Town with Primrose Hill,12,5.0,4,1.0,224.0,1,51.540811,-0.144328,2015-01-18 07:33:12.820
3648725,18443155,Private room,Westminster,Harrow Road,18,5.0,2,1.0,92.0,2,51.52584,-0.195343,2015-01-18 11:04:36.825
3648793,18443610,Private room,Hackney,Dalston,0,,2,1.0,122.0,4,51.545656,-0.073712,2015-01-17 21:51:26.539
3648796,8114008,Private room,Kensington and Chelsea,Courtfield,1,4.0,2,1.0,197.0,2,51.490637,-0.181286,2015-01-17 22:03:51.337
3649002,12147508,Entire home/apt,Lewisham,Evelyn,0,,4,1.0,159.0,1,51.49094,-0.03047,2015-01-18 12:36:22.057
3649022,18445904,Private room,Croydon,Woodside,0,,2,1.0,90.0,1,51.390893,-0.062733,2015-01-18 14:07:15.745
3649532,18449433,Private room,Haringey,Highgate,0,,2,1.0,64.0,1,51.575694,-0.1412,2015-01-18 13:57:49.544
3649563,18449654,Private room,Brent,Fryent,4,4.0,2,1.0,39.0,2,51.584059,-0.268087,2015-01-17 22:00:03.462
3649649,18450250,Private room,Haringey,Highgate,0,,2,1.0,65.0,1,51.576475,-0.143027,2015-01-18 04:06:11.148
3649717,6598827,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,3,5.0,2,1.0,159.0,1,51.521285,-0.071258,2015-01-18 08:46:07.148
3649787,6249272,Entire home/apt,Hackney,De Beauvoir,4,5.0,6,3.0,421.0,4,51.542007,-0.080647,2015-01-18 13:54:03.996
3650193,2509746,Entire home/apt,Islington,Bunhill,3,5.0,5,2.0,260.0,1,51.53151,-0.104696,2015-01-18 06:18:09.305
3650201,16575377,Private room,Westminster,St. James's,9,4.0,2,1.0,112.0,1,51.511385,-0.121647,2015-01-18 06:52:25.545
3650541,18457384,Private room,Camden,St. Pancras and Somers Town,1,4.0,2,1.0,131.0,1,51.529664,-0.130556,2015-01-18 12:50:34.694
3650985,1628020,Private room,Southwark,Grange,15,4.5,2,1.0,90.0,1,51.501701,-0.082847,2015-01-18 07:57:04.784
3651467,16952385,Entire home/apt,Southwark,Livesey,9,5.0,2,1.0,122.0,1,51.483713,-0.054569,2015-01-18 05:52:29.566
3651571,7097009,Entire home/apt,Westminster,Westbourne,5,4.5,2,1.0,215.0,2,51.519316,-0.201927,2015-01-18 13:16:27.126
3652168,18469826,Entire home/apt,Hammersmith and Fulham,Town,0,,2,1.0,178.0,3,51.475128,-0.2017,2015-01-18 01:11:35.248
3652427,15434403,Entire home/apt,Bromley,Bromley Common and Keston,2,4.5,4,2.0,187.0,1,51.386409,0.037496,2015-01-18 01:24:44.771
3652796,11768560,Entire home/apt,Hackney,Hoxton West,0,,2,1.0,215.0,4,51.531952,-0.088892,2015-01-18 09:14:28.849
3652942,4118465,Shared room,Lewisham,Brockley,0,,8,1.0,30.0,10,51.47525,-0.037488,2015-01-18 01:39:06.146
3653242,18478685,Entire home/apt,Ealing,Walpole,3,4.5,5,2.0,224.0,1,51.505943,-0.321248,2015-01-18 04:43:23.445
3653472,1444493,Entire home/apt,Wandsworth,Queenstown,7,4.0,2,0.0,129.0,2,51.481868,-0.140791,2015-01-18 02:57:20.014
3653641,18468350,Entire home/apt,Richmond upon Thames,Kew,0,,5,3.0,300.0,3,51.475116,-0.285862,2015-01-17 20:43:36.497
3653661,18000381,Entire home/apt,Lambeth,Bishop's,4,4.5,2,1.0,204.0,1,51.50599,-0.107721,2015-01-17 22:09:13.422
3653880,11945133,Private room,Lambeth,Gipsy Hill,0,,2,1.0,150.0,1,51.428748,-0.091004,2015-01-18 13:40:28.215
3653993,12567159,Private room,Hammersmith and Fulham,College Park and Old Oak,0,,2,1.0,103.0,1,51.531713,-0.235705,2015-01-18 03:34:04.670
3654008,4073250,Entire home/apt,Islington,Highbury East,4,5.0,2,1.0,178.0,2,51.549028,-0.098792,2015-01-18 04:34:49.554
3654023,7527027,Entire home/apt,Wandsworth,Thamesfield,0,,4,1.0,280.0,1,51.465563,-0.230269,2015-01-18 05:37:05.614
3654125,18485245,Private room,Southwark,Faraday,16,4.5,2,1.0,97.0,1,51.487738,-0.091473,2015-01-18 12:50:52.457
3654381,14172924,Entire home/apt,Tower Hamlets,Stepney Green,6,5.0,4,1.0,112.0,2,51.518893,-0.048896,2015-01-18 12:50:55.245
3654500,18190996,Private room,Wandsworth,Bedford,0,,2,1.0,110.0,2,51.436643,-0.149718,2015-01-18 03:12:42.459
3654578,3075499,Private room,Lambeth,Clapham Town,4,5.0,2,1.0,110.0,1,51.462985,-0.13712,2015-01-18 08:32:47.554
3655377,5939128,Private room,Westminster,Bryanston and Dorset Square,3,5.0,3,1.0,54.0,1,51.51428,-0.158734,2015-01-18 10:47:51.461
3655979,15096655,Private room,Camden,King's Cross,3,5.0,1,1.0,116.0,1,51.528624,-0.124512,2015-01-17 23:10:50.297
3656081,15591938,Private room,Westminster,Church Street,21,4.0,2,1.0,84.0,1,51.524022,-0.168724,2015-01-18 06:18:45.885
3657800,1572098,Private room,Lambeth,Vassall,6,5.0,2,1.0,84.0,1,51.478631,-0.108803,2015-01-18 01:11:57.282
3658078,7259693,Entire home/apt,Southwark,Brunswick Park,2,5.0,4,1.0,187.0,3,51.471868,-0.083774,2015-01-18 02:48:39.109
3658169,18536389,Entire home/apt,Westminster,St. James's,3,3.5,2,0.0,187.0,1,51.508254,-0.128045,2015-01-18 09:03:00.061
3658228,990184,Entire home/apt,Wandsworth,Queenstown,17,5.0,6,1.0,260.0,3,51.475227,-0.152408,2015-01-18 13:21:08.822
3658256,3249645,Private room,Southwark,East Walworth,2,5.0,2,1.0,94.0,1,51.489998,-0.094732,2015-01-17 21:13:59.292
3658443,12071516,Private room,Tower Hamlets,St. Peter's,1,5.0,1,1.0,45.0,7,51.528013,-0.063335,2015-01-18 10:19:56.710
3658541,4665371,Private room,Wandsworth,Wandsworth Common,0,,2,1.0,169.0,1,51.44638,-0.183872,2015-01-17 23:19:05.184
3658653,14192590,Private room,Hackney,De Beauvoir,11,4.5,2,1.0,112.0,1,51.537075,-0.081126,2015-01-18 07:10:05.155
3658936,2392559,Private room,Hammersmith and Fulham,Wormholt and White City,5,5.0,2,1.0,56.0,2,51.509295,-0.23706,2015-01-18 08:59:13.768
3658946,15712218,Entire home/apt,Westminster,West End,1,,4,2.0,467.0,7,51.512741,-0.150192,2015-01-18 09:40:08.273
3659087,18542088,Entire home/apt,Islington,St. Mary's,6,5.0,3,1.0,234.0,1,51.546471,-0.110994,2015-01-18 01:43:32.958
3659176,18271015,Private room,Lambeth,Brixton Hill,0,,2,1.0,103.0,1,51.454035,-0.120272,2015-01-18 07:53:30.603
3659606,6382815,Private room,Tower Hamlets,Stepney Green,1,5.0,2,1.0,73.0,2,51.516664,-0.054553,2015-01-18 02:15:04.377
3659809,6447988,Entire home/apt,Lambeth,Oval,2,4.5,4,0.0,412.0,2,51.487016,-0.126066,2015-01-17 22:29:06.782
3660045,4097441,Private room,Hammersmith and Fulham,Shepherd's Bush Green,5,4.5,2,1.0,62.0,1,51.505506,-0.229104,2015-01-17 21:00:45.535
3660058,301707,Entire home/apt,Islington,Clerkenwell,7,3.0,8,3.0,749.0,1,51.521212,-0.102176,2015-01-17 21:56:26.802
3660201,6253264,Entire home/apt,Islington,Clerkenwell,7,4.5,2,1.0,183.0,1,51.530891,-0.106201,2015-01-18 07:57:56.805
3660254,301707,Shared room,City of London,City of London,7,4.0,4,1.0,103.0,1,51.519282,-0.101239,2015-01-18 11:43:41.480
3660257,301707,Private room,Islington,Clerkenwell,3,4.5,4,1.0,187.0,1,51.521461,-0.102353,2015-01-18 11:55:41.455
3660259,301707,Private room,City of London,City of London,0,,2,1.0,187.0,1,51.520073,-0.100265,2015-01-18 12:04:36.712
3661508,18554843,Private room,Hackney,Homerton,6,5.0,1,1.0,75.0,1,51.545877,-0.049967,2015-01-18 09:49:56.187
3661536,2445527,Private room,Hackney,Victoria,2,4.5,2,1.0,93.0,1,51.540445,-0.052797,2015-01-18 11:51:25.458
3661616,18557261,Entire home/apt,Tower Hamlets,Shadwell,0,,2,0.0,94.0,7,51.511792,-0.041966,2015-01-17 23:30:03.099
3661757,3091612,Entire home/apt,Hackney,London Fields,2,4.0,2,1.0,71.0,4,51.538993,-0.058325,2015-01-18 09:18:55.296
3661854,16390557,Entire home/apt,Greenwich,Greenwich West,1,4.0,4,2.0,185.0,1,51.474543,-0.019809,2015-01-17 22:15:04.707
3662023,18561469,Private room,Hackney,Clissold,0,,2,1.0,93.0,1,51.554185,-0.085059,2015-01-18 10:02:19.348
3662161,17704623,Private room,Camden,Hampstead Town,0,,2,1.0,112.0,1,51.551793,-0.163229,2015-01-18 01:51:53.270
3662586,18565573,Entire home/apt,Richmond upon Thames,Twickenham Riverside,0,,4,2.0,178.0,5,51.454785,-0.304358,2015-01-18 13:49:33.998
3662777,18553761,Entire home/apt,Westminster,Church Street,1,5.0,5,4.0,467.0,2,51.526907,-0.167964,2015-01-18 09:03:23.580
3663100,11371128,Entire home/apt,Hackney,Dalston,1,4.0,3,1.0,168.0,3,51.549369,-0.0772,2015-01-18 13:58:42.771
3663335,2397324,Entire home/apt,Hackney,London Fields,15,5.0,4,2.0,327.0,3,51.543019,-0.056215,2015-01-18 12:22:31.863
3663669,2162241,Entire home/apt,Camden,Swiss Cottage,5,5.0,4,1.0,242.0,1,51.544298,-0.189443,2015-01-17 23:51:23.911
3663755,18573810,Entire home/apt,Hammersmith and Fulham,Shepherd's Bush Green,2,4.0,6,2.0,280.0,1,51.502828,-0.22395,2015-01-18 05:52:59.235
3664227,5660435,Entire home/apt,Islington,Junction,2,4.5,4,2.0,225.0,3,51.566205,-0.137444,2015-01-18 03:08:43.803
3664292,18577520,Private room,Kensington and Chelsea,Campden,7,4.5,2,1.0,131.0,1,51.500499,-0.198523,2015-01-18 07:38:06.777
3664503,18578561,Private room,Tower Hamlets,Weavers,0,,2,1.0,131.0,1,51.525238,-0.075733,2015-01-18 04:31:24.744
3664880,18581607,Private room,Tower Hamlets,Bethnal Green,0,,2,1.0,75.0,1,51.53074,-0.045042,2015-01-18 13:04:51.924
3665251,18581443,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,1,5.0,3,1.0,197.0,7,51.493972,-0.171697,2015-01-18 03:08:55.465
3665452,4088016,Entire home/apt,Waltham Forest,Leyton,2,4.5,7,2.0,122.0,9,51.556329,-0.008088,2015-01-17 23:15:56.564
3665530,18586070,Entire home/apt,Ealing,Ealing Common,0,,2,2.0,178.0,1,51.501732,-0.301392,2015-01-18 04:44:17.088
3665812,18588532,Private room,Brent,Preston,0,,1,1.0,110.0,1,51.561404,-0.29911,2015-01-18 06:32:21.109
3665830,18328595,Entire home/apt,Hammersmith and Fulham,Askew,5,4.5,2,1.0,172.0,1,51.501578,-0.238618,2015-01-18 07:46:37.388
3666121,10232442,Private room,Greenwich,Peninsula,1,5.0,1,1.0,92.0,1,51.485909,-0.000423,2015-01-18 10:12:21.951
3666272,3398477,Entire home/apt,Hounslow,Cranford,10,4.5,3,1.0,124.0,1,51.479873,-0.411655,2015-01-18 02:58:01.291
3666456,15940345,Private room,Newham,Beckton,15,4.0,2,1.0,60.0,1,51.515806,0.0679,2015-01-17 21:48:11.697
3666502,2941263,Private room,Hackney,Homerton,0,,2,1.0,116.0,1,51.552086,-0.053905,2015-01-18 01:03:25.503
3666520,18593144,Private room,Brent,Kensal Green,0,,1,1.0,54.0,2,51.534421,-0.228963,2015-01-18 02:24:30.088
3666819,18595426,Private room,Lambeth,Clapham Common,6,5.0,1,1.0,140.0,1,51.455922,-0.142585,2015-01-18 05:21:24.884
3667425,14924010,Private room,Westminster,St. James's,10,3.0,6,1.0,103.0,1,51.496614,-0.133503,2015-01-18 11:56:23.835
3668661,1545619,Private room,Hackney,Hoxton East & Shoreditch,0,,3,1.0,93.0,1,51.530879,-0.079018,2015-01-18 08:47:17.534
3669100,6192783,Entire home/apt,Hammersmith and Fulham,North End,2,3.0,2,0.0,148.0,1,51.489047,-0.208521,2015-01-18 03:47:49.937
3669374,3881789,Entire home/apt,Tower Hamlets,Bethnal Green,14,5.0,6,2.0,168.0,2,51.528421,-0.046731,2015-01-18 05:00:57.020
3669417,18078479,Entire home/apt,Westminster,Bryanston and Dorset Square,2,2.5,4,1.0,280.0,1,51.52468,-0.163146,2015-01-18 07:58:45.908
3669486,8678096,Private room,Southwark,Peckham,6,4.5,2,1.0,75.0,1,51.480792,-0.083022,2015-01-18 12:56:41.117
3669508,18622013,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,0,,4,2.0,225.0,1,51.483928,-0.197639,2015-01-17 20:23:27.438
3669554,7271485,Entire home/apt,Wandsworth,Southfields,3,4.5,4,2.0,178.0,1,51.447305,-0.203333,2015-01-17 23:39:57.227
3669818,8572000,Entire home/apt,Camden,Holborn and Covent Garden,7,4.0,4,1.0,391.0,2,51.513925,-0.125701,2015-01-18 00:11:53.564
3669913,9714362,Entire home/apt,Hackney,Hackney Central,0,,1,1.0,122.0,1,51.54932,-0.058298,2015-01-18 06:53:51.650
3670090,12485763,Entire home/apt,Waltham Forest,Hoe Street,0,,2,1.0,94.0,2,51.577169,-0.015098,2015-01-18 01:16:52.489
3670158,8002215,Private room,Hackney,Dalston,2,4.5,2,1.0,75.0,2,51.547542,-0.075909,2015-01-18 06:01:55.526
3670216,9667197,Private room,Camden,Belsize,0,,2,1.0,131.0,1,51.545554,-0.17205,2015-01-18 10:02:43.675
3670384,13022862,Entire home/apt,Camden,Kentish Town,1,5.0,2,1.0,187.0,1,51.545537,-0.14608,2015-01-18 03:59:36.333
3670402,17279844,Entire home/apt,Southwark,Grange,1,5.0,6,2.0,187.0,3,51.499585,-0.08498,2015-01-18 05:13:40.214
3670453,7173154,Entire home/apt,Lambeth,Brixton Hill,3,3.5,2,1.0,112.0,1,51.454624,-0.125164,2015-01-18 08:43:29.180
3670559,5684040,Entire home/apt,Westminster,Vincent Square,22,4.5,4,1.0,225.0,1,51.493564,-0.130851,2015-01-17 22:15:31.784
3670643,6730378,Entire home/apt,Hackney,De Beauvoir,6,5.0,2,1.0,178.0,2,51.537612,-0.078462,2015-01-18 04:12:13.042
3670728,5813901,Private room,Hammersmith and Fulham,Askew,2,4.0,3,1.0,64.0,1,51.50527,-0.235748,2015-01-18 10:02:52.201
3670741,18630391,Private room,Redbridge,Hainault,0,,2,1.0,75.0,1,51.606157,0.100084,2015-01-18 11:02:01.622
3670751,16735790,Entire home/apt,Camden,Camden Town with Primrose Hill,12,4.0,8,3.0,290.0,2,51.543207,-0.153352,2015-01-18 11:44:07.083
3671003,5207016,Private room,Tower Hamlets,St. Peter's,2,5.0,1,1.0,90.0,1,51.526238,-0.060312,2015-01-18 11:27:58.455
3671159,6192783,Entire home/apt,Hammersmith and Fulham,North End,0,,4,2.0,260.0,1,51.487833,-0.208522,2015-01-18 04:27:40.910
3671248,2584940,Entire home/apt,Hammersmith and Fulham,Shepherd's Bush Green,13,5.0,3,2.0,181.0,3,51.504257,-0.218645,2015-01-18 10:40:50.470
3671306,17279844,Entire home/apt,Westminster,Bryanston and Dorset Square,3,4.5,6,3.0,487.0,5,51.523653,-0.160959,2015-01-17 20:45:14.572
3671795,922398,Entire home/apt,Southwark,Cathedrals,0,,6,2.0,654.0,3,51.498601,-0.101558,2015-01-18 13:13:22.347
3671873,14469339,Private room,Kensington and Chelsea,Earl's Court,23,4.5,2,1.0,103.0,3,51.49064,-0.198221,2015-01-18 00:36:58.292
3672310,5970915,Private room,Westminster,Maida Vale,0,,2,1.0,140.0,2,51.527809,-0.192523,2015-01-18 13:27:45.807
3672470,18627179,Private room,Tower Hamlets,Bethnal Green,11,4.5,4,1.0,73.0,1,51.531081,-0.045969,2015-01-18 06:37:43.471
3672668,18643086,Entire home/apt,Hammersmith and Fulham,Sands End,9,4.5,2,0.0,159.0,2,51.475167,-0.183711,2015-01-18 02:37:28.159
3672814,14130621,Private room,Camden,Swiss Cottage,0,,2,1.0,56.0,1,51.546117,-0.185567,2015-01-18 12:52:36.328
3673309,2254331,Private room,Lambeth,Oval,0,,2,1.0,97.0,3,51.479828,-0.11368,2015-01-18 11:36:53.761
3673606,14469339,Private room,Kensington and Chelsea,Earl's Court,21,4.5,2,1.0,103.0,3,51.490168,-0.199439,2015-01-17 20:28:21.080
3673609,7812800,Entire home/apt,Camden,Regent's Park,0,,2,0.0,206.0,1,51.534389,-0.137711,2015-01-17 20:40:18.619
3673736,13608440,Entire home/apt,Camden,Holborn and Covent Garden,4,5.0,7,2.0,430.0,2,51.519093,-0.116739,2015-01-18 05:38:33.437
3673853,10050445,Entire home/apt,Lewisham,Crofton Park,4,5.0,2,1.0,122.0,1,51.443804,-0.040778,2015-01-18 13:59:51.872
3673869,12599576,Private room,Wandsworth,St. Mary's Park,2,4.5,2,1.0,84.0,2,51.475405,-0.168198,2015-01-17 20:57:11.122
3673887,18650657,Entire home/apt,Lewisham,Lewisham Central,1,4.0,4,2.0,169.0,2,51.451563,-0.012554,2015-01-17 22:15:55.094
3673944,3409736,Entire home/apt,Westminster,Tachbrook,0,,2,1.0,367.0,2,51.487872,-0.137542,2015-01-18 02:20:33.844
3674055,7679869,Private room,Hackney,Hoxton East & Shoreditch,0,,1,1.0,65.0,7,51.532332,-0.082126,2015-01-18 09:58:57.108
3674177,13608440,Entire home/apt,Westminster,St. James's,4,4.5,6,2.0,403.0,4,51.513177,-0.124117,2015-01-18 00:37:16.028
3674413,11303118,Entire home/apt,Bromley,Crystal Palace,0,,6,2.0,178.0,2,51.415444,-0.076092,2015-01-17 23:16:18.011
3674700,4003392,Private room,Tower Hamlets,Bow West,1,4.0,1,1.0,66.0,1,51.525663,-0.033873,2015-01-18 01:26:42.722
3674993,15816781,Entire home/apt,Tower Hamlets,Whitechapel,2,3.5,6,2.0,243.0,2,51.515415,-0.06056,2015-01-18 04:03:50.164
3675648,18478685,Private room,Ealing,Walpole,4,5.0,2,1.0,103.0,1,51.505075,-0.321242,2015-01-17 16:56:50.290
3675748,12894708,Private room,Tower Hamlets,Canary Wharf,0,,2,1.0,122.0,1,51.500452,-0.016275,2015-01-18 03:09:49.395
3675949,11263398,Entire home/apt,Hackney,Dalston,27,4.5,7,2.0,167.0,1,51.54503,-0.065872,2015-01-17 23:16:23.213
3675973,7106808,Entire home/apt,Haringey,Harringay,2,5.0,2,1.0,140.0,1,51.58147,-0.104059,2015-01-18 00:55:01.573
3676220,9684296,Private room,Southwark,Riverside,0,,2,1.0,122.0,1,51.497303,-0.065228,2015-01-18 00:16:25.049
3676262,18669963,Entire home/apt,Hackney,London Fields,6,4.5,2,1.0,187.0,1,51.537823,-0.061253,2015-01-18 03:17:53.082
3676378,18670395,Entire home/apt,Southwark,Newington,6,5.0,2,1.0,131.0,1,51.489503,-0.09874,2015-01-18 11:23:17.503
3676443,16391006,Private room,Westminster,Regent's Park,30,4.5,2,1.0,84.0,2,51.527085,-0.175017,2015-01-17 21:57:32.576
3676455,18586385,Private room,Islington,St. Mary's,0,,2,1.0,159.0,1,51.540191,-0.103395,2015-01-17 22:52:48.318
3676478,4121920,Entire home/apt,Wandsworth,Latchmere,9,4.5,4,2.0,169.0,4,51.464745,-0.174414,2015-01-18 00:24:07.674
3676541,1197662,Private room,Islington,St. Mary's,0,,1,1.0,173.0,1,51.536089,-0.10366,2015-01-18 04:53:24.314
3676660,15240314,Private room,Southwark,Cathedrals,1,5.0,1,1.0,120.0,1,51.505961,-0.096405,2015-01-18 13:18:23.136
3676876,8114008,Private room,Kensington and Chelsea,Courtfield,1,5.0,1,1.0,159.0,2,51.491206,-0.180285,2015-01-18 10:21:07.979
3677023,12752711,Entire home/apt,Tower Hamlets,Bethnal Green,13,4.0,8,2.0,204.0,3,51.523448,-0.050946,2015-01-18 02:50:06.980
3677078,5656459,Entire home/apt,Hackney,Hoxton East & Shoreditch,10,5.0,4,2.0,374.0,3,51.524877,-0.082842,2015-01-18 06:37:57.250
3677138,18676992,Entire home/apt,Haringey,Highgate,13,4.5,4,2.0,187.0,1,51.569822,-0.141487,2015-01-18 10:49:36.946
3677275,18678026,Entire home/apt,Lewisham,Blackheath,1,5.0,2,1.0,97.0,7,51.470928,-0.014146,2015-01-18 02:33:49.516
3677326,8627298,Private room,Tower Hamlets,Shadwell,0,,2,1.0,75.0,1,51.5121,-0.042229,2015-01-18 06:02:07.557
3677649,18672824,Private room,Tower Hamlets,St. Katharine's & Wapping,0,,2,1.0,185.0,1,51.505887,-0.066851,2015-01-18 10:45:38.199
3678000,16437897,Private room,Tower Hamlets,Island Gardens,0,,2,1.0,140.0,1,51.49032,-0.018294,2015-01-17 23:27:17.006
3678043,18639054,Private room,Lambeth,Oval,0,,2,1.0,75.0,1,51.481943,-0.105549,2015-01-18 02:33:53.582
3678160,18685999,Entire home/apt,Hackney,De Beauvoir,0,,2,1.0,166.0,1,51.544644,-0.076918,2015-01-18 10:41:51.885
3678355,17541021,Private room,Camden,King's Cross,7,4.5,1,1.0,108.0,1,51.528158,-0.124339,2015-01-18 06:24:31.257
3679670,7894253,Private room,Lambeth,Clapham Town,0,,1,1.0,112.0,7,51.465247,-0.140736,2015-01-18 08:47:51.599
3679683,1790951,Entire home/apt,Ealing,Northfield,1,5.0,8,4.0,486.0,4,51.496136,-0.309351,2015-01-18 09:42:23.169
3679740,15952625,Private room,Redbridge,Roding,2,4.0,4,1.0,56.0,1,51.600966,0.037531,2015-01-18 13:55:43.141
3679746,15952625,Private room,Redbridge,Roding,1,4.0,4,1.0,56.0,1,51.601105,0.03687,2015-01-17 17:05:48.343
3679882,7242351,Private room,Hackney,Victoria,16,5.0,2,1.0,88.0,2,51.537775,-0.054244,2015-01-18 05:47:15.322
3680028,18705647,Private room,Hackney,Hackney Wick,0,,2,1.0,75.0,1,51.548494,-0.040009,2015-01-17 22:02:10.509
3680111,4127035,Entire home/apt,Brent,Kensal Green,2,5.0,2,0.0,112.0,1,51.532996,-0.229124,2015-01-18 03:55:54.470
3680122,9570295,Private room,Barnet,Hendon,0,,2,1.0,112.0,1,51.585232,-0.224945,2015-01-18 04:40:37.418
3680243,2074840,Entire home/apt,Camden,Holborn and Covent Garden,0,,2,1.0,262.0,7,51.52013,-0.119993,2015-01-18 13:14:07.480
3680981,1591442,Entire home/apt,Westminster,Vincent Square,26,4.5,3,0.0,163.0,2,51.490693,-0.132493,2015-01-18 11:02:28.820
3681626,1432477,Entire home/apt,Kensington and Chelsea,Earl's Court,5,4.5,2,0.0,92.0,2,51.493769,-0.192131,2015-01-18 02:30:02.482
3681698,18712407,Private room,Merton,Wimbledon Park,0,,2,1.0,93.0,1,51.4364,-0.198711,2015-01-18 07:27:02.641
3681767,18712407,Private room,Merton,Wimbledon Park,0,,2,1.0,75.0,1,51.436441,-0.197935,2015-01-18 12:19:14.978
3681903,1432477,Entire home/apt,Kensington and Chelsea,Courtfield,3,4.5,4,2.0,185.0,2,51.494508,-0.187093,2015-01-18 03:56:13.424
3681929,18717647,Private room,Lambeth,Herne Hill,0,,2,1.0,280.0,1,51.463684,-0.09082,2015-01-18 05:43:05.482
3681964,2841985,Entire home/apt,Westminster,Churchill,8,5.0,4,2.0,290.0,3,51.485992,-0.140775,2015-01-18 08:07:45.958
3681986,18718574,Private room,Waltham Forest,Cann Hall,0,,2,1.0,47.0,1,51.554912,0.010984,2015-01-18 09:37:12.912
3682123,14044622,Private room,Greenwich,Woolwich Riverside,2,5.0,1,1.0,94.0,1,51.494294,0.074033,2015-01-18 01:22:55.372
3682194,18718244,Entire home/apt,Haringey,Tottenham Green,0,,4,1.0,131.0,1,51.585533,-0.062957,2015-01-18 06:20:48.350
3682210,18719432,Entire home/apt,Kensington and Chelsea,Campden,6,4.5,4,2.0,523.0,3,51.505279,-0.194913,2015-01-18 07:27:04.446
3682318,4649563,Entire home/apt,City of London,City of London,3,3.5,2,0.0,206.0,10,51.513198,-0.107845,2015-01-17 21:02:33.128
3682555,5716330,Private room,Hackney,King's Park,0,,1,1.0,75.0,1,51.556369,-0.042192,2015-01-18 13:51:07.753
3682828,12415827,Entire home/apt,Southwark,Chaucer,15,5.0,3,1.0,178.0,3,51.494092,-0.085244,2015-01-17 20:53:57.971
3682857,18724313,Entire home/apt,Kingston upon Thames,Beverley,0,,9,5.0,562.0,2,51.400626,-0.257506,2015-01-17 23:00:46.933
3682955,14467402,Private room,Lambeth,Tulse Hill,0,,2,1.0,93.0,1,51.456174,-0.117322,2015-01-18 05:50:31.835
3683020,1839548,Entire home/apt,Camden,Bloomsbury,7,4.0,6,2.0,355.0,2,51.518933,-0.133188,2015-01-18 10:21:52.194
3683038,18725493,Private room,Merton,Wimbledon Park,6,4.5,2,1.0,150.0,1,51.436911,-0.197787,2015-01-18 11:41:38.781
3683094,9826619,Entire home/apt,Hackney,Stoke Newington,0,,6,2.0,375.0,4,51.558393,-0.074861,2015-01-17 21:35:51.564
3683164,1839548,Entire home/apt,Camden,Bloomsbury,1,5.0,6,2.0,365.0,2,51.520412,-0.133292,2015-01-18 02:38:22.618
3683218,4840329,Entire home/apt,Tower Hamlets,Whitechapel,9,5.0,4,1.0,222.0,1,51.513326,-0.067807,2015-01-18 06:20:58.651
3683342,18727387,Private room,Hackney,Hackney Wick,0,,2,1.0,94.0,1,51.544216,-0.025141,2015-01-17 21:02:36.338
3683526,1839548,Entire home/apt,Camden,Bloomsbury,4,4.5,6,2.0,365.0,2,51.519547,-0.133927,2015-01-18 09:55:21.991
3683556,2669599,Entire home/apt,Camden,Cantelowes,0,,2,1.0,234.0,1,51.543382,-0.137852,2015-01-18 12:06:37.666
3683558,1839548,Entire home/apt,Camden,Bloomsbury,3,4.5,5,2.0,346.0,2,51.520375,-0.133459,2015-01-18 12:14:29.444
3683607,18729893,Private room,Hackney,Haggerston,0,,2,1.0,112.0,1,51.533837,-0.072678,2015-01-17 21:40:20.327
3683654,1839548,Entire home/apt,Westminster,St. James's,18,4.5,6,2.0,375.0,1,51.509925,-0.128266,2015-01-18 01:00:26.922
3683851,10417843,Entire home/apt,Kensington and Chelsea,Holland,0,,2,1.0,225.0,7,51.497835,-0.20477,2015-01-17 20:50:27.808
3683945,18732231,Entire home/apt,Kensington and Chelsea,Holland,3,5.0,2,1.0,204.0,1,51.497259,-0.204762,2015-01-18 03:30:53.107
3684519,18736264,Private room,Kensington and Chelsea,Royal Hospital,0,,2,1.0,280.0,3,51.492099,-0.156454,2015-01-18 07:47:41.182
