room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
1304393,7090679,Private room,Islington,Mildmay,19,4.5,2,1.0,75.0,1,51.547988,-0.086392,2015-01-18 01:16:30.642
1304421,6989753,Private room,Croydon,West Thornton,6,3.5,2,1.0,56.0,1,51.386279,-0.119867,2015-01-18 03:16:49.277
1304832,7093708,Private room,Camden,Regent's Park,3,5.0,2,1.0,109.0,1,51.530217,-0.145955,2015-01-17 17:00:35.735
1304927,7073601,Entire home/apt,Islington,Barnsbury,59,5.0,4,1.0,215.0,1,51.538149,-0.107181,2015-01-18 02:54:02.124
1304980,4444998,Private room,Camden,Gospel Oak,31,5.0,2,1.0,93.0,1,51.553734,-0.15889,2015-01-18 06:32:08.902
1305051,6411142,Entire home/apt,Hackney,Dalston,12,5.0,2,1.0,168.0,2,51.545774,-0.069582,2015-01-18 11:32:30.786
1305156,7095717,Entire home/apt,Tower Hamlets,Bromley South,4,4.5,2,,122.0,1,51.524039,-0.010755,2015-01-18 00:54:00.328
1305258,5333959,Entire home/apt,Southwark,Chaucer,8,5.0,2,1.0,131.0,4,51.497658,-0.082121,2015-01-18 08:02:19.118
1306192,2713883,Private room,Newham,Forest Gate South,11,4.5,2,1.0,60.0,3,51.546181,0.007004,2015-01-18 01:47:26.081
1306270,1138917,Private room,Westminster,Lancaster Gate,1,5.0,2,1.0,166.0,6,51.514328,-0.179844,2015-01-18 07:14:09.722
1306693,5418847,Entire home/apt,Islington,Bunhill,17,4.5,6,2.0,337.0,2,51.522003,-0.098768,2015-01-18 00:58:40.181
1306824,1585082,Entire home/apt,Hackney,London Fields,50,4.5,7,2.0,262.0,1,51.538945,-0.076625,2015-01-18 10:07:06.968
1306915,6391736,Private room,Tower Hamlets,Whitechapel,10,4.5,2,1.0,67.0,8,51.518388,-0.055758,2015-01-17 22:39:13.039
1306956,6010300,Private room,Ealing,South Acton,1,3.0,2,1.0,73.0,3,51.503736,-0.266153,2015-01-18 01:31:12.684
1307053,7105808,Private room,Westminster,Churchill,32,4.5,2,1.0,131.0,1,51.48831,-0.146672,2015-01-18 08:13:50.360
1307146,7106120,Private room,Lambeth,Vassall,0,,2,1.0,178.0,3,51.47096,-0.113853,2015-01-17 20:49:34.936
1307329,6478047,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,14,4.5,4,1.0,183.0,1,51.518913,-0.071218,2015-01-18 09:35:49.391
1307360,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,21,5.0,2,1.0,73.0,2,51.51623,-0.074455,2015-01-18 11:51:46.906
1307593,488110,Entire home/apt,Kensington and Chelsea,Golborne,8,5.0,2,1.0,146.0,4,51.518649,-0.210353,2015-01-18 10:12:27.897
1307732,7108906,Private room,Westminster,Westbourne,0,,2,1.0,131.0,3,51.521303,-0.187063,2015-01-18 02:05:48.684
1308085,5319733,Entire home/apt,Kensington and Chelsea,Abingdon,19,4.0,4,1.0,215.0,1,51.49588,-0.201834,2015-01-18 08:47:11.706
1308690,7108906,Private room,Westminster,Westbourne,0,,2,1.0,131.0,3,51.520935,-0.188571,2015-01-17 21:22:50.906
1308714,2115014,Entire home/apt,Hammersmith and Fulham,Town,6,4.0,3,2.0,140.0,2,51.470061,-0.209376,2015-01-17 23:07:37.495
1308937,1354479,Entire home/apt,Tower Hamlets,Whitechapel,8,4.5,4,2.0,356.0,2,51.514926,-0.065827,2015-01-17 20:45:02.154
1308963,5318927,Private room,Lambeth,Tulse Hill,12,4.5,1,1.0,97.0,1,51.447738,-0.11753,2015-01-17 22:39:26.117
1309044,7115975,Private room,Southwark,Cathedrals,19,4.5,2,1.0,168.0,1,51.501478,-0.101933,2015-01-18 04:19:23.251
1309110,123637,Private room,Tower Hamlets,Spitalfields & Banglatown,2,4.0,2,1.0,112.0,1,51.517523,-0.069685,2015-01-18 08:50:42.374
1309115,4340122,Private room,Camden,Belsize,27,4.5,2,1.0,93.0,1,51.544934,-0.167023,2015-01-18 09:10:52.426
1309246,7057263,Private room,Hackney,Homerton,0,,1,1.0,75.0,27,51.550801,-0.054465,2015-01-18 00:28:27.795
1309352,5048474,Entire home/apt,Westminster,Bryanston and Dorset Square,4,5.0,3,0.0,206.0,2,51.520968,-0.159396,2015-01-18 07:54:19.302
1309388,7334817,Entire home/apt,Westminster,Bryanston and Dorset Square,4,4.0,4,1.0,243.0,3,51.517524,-0.164124,2015-01-18 10:25:41.815
1310099,7121687,Private room,Newham,Green Street East,0,,2,1.0,65.0,1,51.537072,0.039487,2015-01-18 06:28:46.213
1310353,3141280,Private room,Hammersmith and Fulham,Shepherd's Bush Green,5,5.0,2,1.0,112.0,2,51.50525,-0.232053,2015-01-18 06:20:00.727
1310624,5458237,Private room,Hounslow,Turnham Green,0,,2,1.0,178.0,1,51.491004,-0.263424,2015-01-18 07:22:58.082
1310954,5471141,Entire home/apt,Westminster,Bryanston and Dorset Square,16,4.5,2,1.0,280.0,2,51.513951,-0.158607,2015-01-18 12:33:12.539
1311054,7125471,Private room,Wandsworth,Roehampton and Putney Heath,14,4.5,2,1.0,84.0,1,51.449284,-0.227325,2015-01-18 01:36:35.336
1311216,7105808,Private room,Westminster,Churchill,53,4.5,2,1.0,112.0,1,51.487866,-0.147052,2015-01-18 13:01:09.389
1311244,7126356,Entire home/apt,Hackney,Shacklewell,28,4.5,2,1.0,140.0,5,51.551853,-0.076228,2015-01-17 20:53:21.254
1311721,7039878,Entire home/apt,Hackney,Haggerston,4,4.5,6,3.0,308.0,3,51.536807,-0.077943,2015-01-18 12:28:26.462
1311837,441494,Entire home/apt,Westminster,Warwick,29,4.5,4,1.0,281.0,4,51.491175,-0.146684,2015-01-18 02:41:33.526
1311998,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,35,4.5,2,1.0,84.0,1,51.517527,-0.075053,2015-01-18 14:04:28.689
1312352,7131267,Entire home/apt,Kensington and Chelsea,Holland,21,4.0,4,2.0,365.0,1,51.502645,-0.213641,2015-01-18 02:54:36.343
1313044,7135222,Private room,Kensington and Chelsea,Golborne,0,,1,1.0,159.0,5,51.518044,-0.210424,2015-01-17 21:26:53.053
1313399,979481,Shared room,Southwark,College,0,,2,1.0,56.0,2,51.446498,-0.067182,2015-01-18 04:27:44.781
1313460,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,93,4.5,2,1.0,84.0,1,51.517295,-0.075121,2015-01-18 08:38:29.519
1313503,6979198,Entire home/apt,Camden,Bloomsbury,17,5.0,4,1.0,299.0,2,51.521335,-0.139357,2015-01-18 11:44:23.973
1313528,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,28,4.5,2,1.0,84.0,1,51.517344,-0.075413,2015-01-18 13:37:42.352
1313531,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,61,4.5,2,1.0,84.0,1,51.516053,-0.073856,2015-01-18 13:50:23.484
1313539,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,4,5.0,2,1.0,73.0,2,51.517287,-0.075221,2015-01-17 20:16:19.038
1313611,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,49,4.5,2,1.0,103.0,1,51.515719,-0.075265,2015-01-18 01:22:10.245
1313616,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,43,4.5,2,1.0,73.0,2,51.517578,-0.073798,2015-01-18 01:44:41.888
1313621,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,5,4.0,2,1.0,73.0,1,51.516157,-0.075883,2015-01-18 02:06:16.111
1313622,7106582,Private room,Tower Hamlets,Spitalfields & Banglatown,42,4.5,2,1.0,84.0,1,51.517358,-0.07441,2015-01-18 02:11:10.018
1314629,7143049,Private room,Lambeth,Clapham Town,12,3.5,2,1.0,92.0,2,51.463457,-0.139758,2015-01-18 00:54:52.889
1314755,7134196,Entire home/apt,Southwark,College,19,4.0,4,1.0,187.0,2,51.442294,-0.067187,2015-01-18 09:41:43.950
1314788,1505205,Entire home/apt,Islington,St. George's,8,4.5,6,3.0,393.0,3,51.550792,-0.126949,2015-01-18 12:06:03.801
1314849,7143049,Private room,Lambeth,Clapham Town,26,4.0,2,1.0,92.0,2,51.464408,-0.138638,2015-01-17 22:25:22.853
1315253,7145603,Private room,Lewisham,Rushey Green,4,4.5,3,1.0,37.0,1,51.442351,-0.03096,2015-01-18 08:43:37.734
1315265,3054657,Entire home/apt,Brent,Harlesden,5,4.0,2,1.0,93.0,2,51.542832,-0.245409,2015-01-18 09:32:59.010
1315454,7146591,Entire home/apt,Lambeth,Bishop's,54,5.0,5,2.0,252.0,3,51.503438,-0.108444,2015-01-18 04:57:27.069
1315488,6643131,Entire home/apt,City of London,City of London,6,4.5,6,2.0,234.0,20,51.516007,-0.102669,2015-01-18 07:19:01.090
1315654,2807665,Entire home/apt,Hammersmith and Fulham,Askew,0,,6,2.0,318.0,2,51.503663,-0.233995,2015-01-18 00:59:41.058
1315794,7148196,Entire home/apt,Kensington and Chelsea,Campden,7,4.5,3,2.0,299.0,5,51.507673,-0.192326,2015-01-18 10:49:26.986
1316007,454729,Entire home/apt,Camden,Holborn and Covent Garden,41,4.0,4,2.0,262.0,3,51.514884,-0.129006,2015-01-18 07:47:03.729
1316169,7149835,Entire home/apt,Kensington and Chelsea,Royal Hospital,11,4.5,5,3.0,1311.0,1,51.491968,-0.164111,2015-01-18 01:13:12.882
1317024,4840329,Entire home/apt,Tower Hamlets,Whitechapel,79,4.5,6,1.0,185.0,1,51.515126,-0.067584,2015-01-18 07:19:11.915
1317425,3325563,Private room,Hackney,Hoxton East & Shoreditch,6,5.0,1,1.0,84.0,1,51.529944,-0.082088,2015-01-17 23:31:05.409
1318124,441494,Entire home/apt,Tower Hamlets,Whitechapel,29,4.5,4,2.0,280.0,4,51.516754,-0.065305,2015-01-18 12:43:15.511
1318157,306729,Private room,Merton,Figge's Marsh,2,5.0,1,1.0,75.0,7,51.405036,-0.152206,2015-01-17 20:57:22.850
1318494,1814117,Private room,Ealing,Cleveland,0,,1,1.0,47.0,1,51.524435,-0.316979,2015-01-18 02:45:31.117
1318629,6994876,Private room,Haringey,Tottenham Green,47,4.0,2,1.0,50.0,1,51.583877,-0.079489,2015-01-18 12:09:57.343
1319049,7163202,Private room,Tower Hamlets,Island Gardens,18,4.5,2,1.0,110.0,2,51.489254,-0.020934,2015-01-18 05:42:36.487
1319227,7164040,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,3,4.0,4,1.0,206.0,5,51.520015,-0.063193,2015-01-18 00:12:25.278
1319242,5513538,Entire home/apt,Tower Hamlets,Whitechapel,9,4.5,4,1.0,178.0,3,51.511073,-0.065012,2015-01-18 01:17:39.895
1319384,7164695,Entire home/apt,Kensington and Chelsea,Golborne,7,4.5,2,1.0,150.0,2,51.525211,-0.206119,2015-01-18 11:14:49.124
1319429,3204132,Private room,Hackney,Hackney Central,2,5.0,2,1.0,150.0,1,51.545123,-0.0559,2015-01-17 20:24:08.281
1319501,7165142,Entire home/apt,Islington,Junction,12,4.5,3,1.0,159.0,4,51.560707,-0.135787,2015-01-18 01:32:07.341
1320167,5949915,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,20,4.5,6,3.0,614.0,5,51.496887,-0.173495,2015-01-18 12:19:02.923
1320612,6624972,Private room,Southwark,Riverside,0,,1,1.0,123.0,1,51.496934,-0.070424,2015-01-18 07:35:08.067
1321932,7176483,Entire home/apt,Hackney,Dalston,1,5.0,2,1.0,123.0,2,51.546954,-0.075188,2015-01-18 10:21:33.578
1321982,2046477,Entire home/apt,Islington,St. Peter's,2,5.0,4,1.0,209.0,2,51.53349,-0.102199,2015-01-18 14:05:03.376
1322445,7178891,Private room,Kensington and Chelsea,Campden,22,4.5,2,1.0,150.0,1,51.5076,-0.199941,2015-01-18 10:26:18.573
1322936,7164835,Entire home/apt,Islington,Highbury East,2,4.5,4,2.0,243.0,2,51.552637,-0.093868,2015-01-18 08:56:10.538
1323326,6819591,Private room,Hackney,Clissold,0,,1,1.0,99.0,1,51.555595,-0.087035,2015-01-18 00:24:25.588
1324470,7189587,Entire home/apt,Merton,Dundonald,0,,3,2.0,135.0,1,51.409863,-0.21615,2015-01-18 08:48:00.792
1325052,5210937,Entire home/apt,Westminster,Church Street,25,5.0,4,2.0,411.0,3,51.524811,-0.166472,2015-01-18 13:56:07.172
1325164,1393974,Private room,Kensington and Chelsea,Dalgarno,0,,2,1.0,225.0,1,51.5255,-0.216748,2015-01-18 03:44:38.750
1325583,7194649,Entire home/apt,Tower Hamlets,Bromley South,0,,4,1.0,217.0,3,51.524198,-0.02122,2015-01-17 21:07:07.997
1325597,511706,Entire home/apt,Wandsworth,Shaftesbury,6,5.0,2,2.0,187.0,2,51.465944,-0.162,2015-01-17 22:06:30.178
1326930,3088559,Entire home/apt,Camden,Holborn and Covent Garden,16,4.5,2,1.0,221.0,2,51.520811,-0.110841,2015-01-18 01:53:25.113
1327343,7203609,Entire home/apt,Camden,St. Pancras and Somers Town,70,4.5,2,1.0,206.0,3,51.533485,-0.125257,2015-01-18 12:57:57.034
1328637,1241329,Entire home/apt,Hackney,Hackney Downs,0,,2,1.0,187.0,2,51.554998,-0.058452,2015-01-18 14:00:48.924
1328814,1330982,Entire home/apt,Wandsworth,Queenstown,19,5.0,5,2.0,234.0,1,51.475247,-0.15487,2015-01-18 08:15:47.220
1328902,7211084,Private room,Kensington and Chelsea,Dalgarno,33,5.0,1,1.0,112.0,1,51.521382,-0.220885,2015-01-17 20:28:55.074
1329173,2831566,Entire home/apt,Westminster,West End,64,4.0,4,1.0,242.0,1,51.514323,-0.130868,2015-01-17 21:31:51.036
1329492,922398,Entire home/apt,Southwark,Cathedrals,0,,8,3.0,768.0,3,51.499482,-0.10242,2015-01-18 02:02:41.654
1330282,495399,Entire home/apt,Islington,Junction,11,4.5,3,2.0,140.0,7,51.564282,-0.131904,2015-01-18 03:36:38.132
1330527,3838050,Private room,Hounslow,Turnham Green,75,4.5,1,1.0,64.0,1,51.490809,-0.270827,2015-01-18 02:51:24.207
1330627,5065627,Shared room,Camden,Swiss Cottage,14,3.5,16,1.0,28.0,1,51.542038,-0.175419,2015-01-18 09:43:04.490
1330651,7218288,Entire home/apt,Haringey,Hornsey,0,,4,2.0,187.0,2,51.58133,-0.117601,2015-01-18 11:29:26.031
1330737,6776687,Entire home/apt,Lambeth,Prince's,36,4.5,4,2.0,290.0,2,51.491136,-0.105477,2015-01-17 23:31:55.708
1330826,7218948,Entire home/apt,Hackney,Haggerston,0,,3,,150.0,1,51.537981,-0.074652,2015-01-18 05:47:50.650
1331392,1923599,Private room,Ealing,Acton Central,14,4.5,2,1.0,50.0,1,51.508379,-0.26356,2015-01-18 09:29:35.943
1331442,7222215,Private room,Richmond upon Thames,Mortlake and Barnes Common,4,5.0,2,1.0,150.0,1,51.467307,-0.257332,2015-01-18 13:10:24.041
1331914,297094,Private room,Haringey,Muswell Hill,2,3.5,2,1.0,112.0,2,51.590372,-0.136124,2015-01-18 10:13:51.291
1333279,5319733,Entire home/apt,Westminster,Lancaster Gate,20,4.0,4,1.0,187.0,2,51.514247,-0.185145,2015-01-17 22:17:30.944
1333692,598895,Entire home/apt,Hackney,Hoxton East & Shoreditch,67,4.0,4,1.0,150.0,1,51.525007,-0.082156,2015-01-18 09:12:47.973
1333892,2181526,Entire home/apt,Westminster,St. James's,10,4.5,4,2.0,458.0,2,51.513105,-0.12196,2015-01-18 05:23:12.953
1334159,11123,Entire home/apt,Ealing,Southfield,18,4.5,8,4.0,486.0,2,51.502229,-0.263643,2015-01-18 06:07:23.793
1334478,7103785,Private room,Hackney,London Fields,4,4.5,2,1.0,73.0,1,51.538837,-0.068967,2015-01-18 10:32:05.084
1334736,7232822,Entire home/apt,Hammersmith and Fulham,Hammersmith Broadway,2,4.5,4,2.0,299.0,4,51.492134,-0.230073,2015-01-18 10:43:02.171
1335167,7232822,Private room,Hammersmith and Fulham,Hammersmith Broadway,1,5.0,2,1.0,168.0,5,51.49164,-0.230465,2015-01-18 05:02:35.219
1335574,7203742,Entire home/apt,Ealing,South Acton,1,4.0,6,,281.0,1,51.511394,-0.287915,2015-01-17 21:36:25.559
1335779,7239257,Private room,Tower Hamlets,Bethnal Green,44,5.0,2,1.0,84.0,1,51.527157,-0.05476,2015-01-18 12:02:31.496
1336197,7210047,Entire home/apt,Southwark,Cathedrals,98,4.5,5,2.0,187.0,1,51.496237,-0.102062,2015-01-18 05:27:05.011
1336477,276189,Entire home/apt,Southwark,Peckham Rye,10,5.0,4,,159.0,4,51.46281,-0.059786,2015-01-18 07:07:57.224
1337414,7253258,Entire home/apt,Westminster,Warwick,28,4.5,4,2.0,243.0,2,51.488509,-0.144333,2015-01-18 01:01:22.076
1337738,7247681,Entire home/apt,Camden,St. Pancras and Somers Town,13,3.5,2,1.0,144.0,1,51.537509,-0.124064,2015-01-18 05:48:12.525
1338058,7255470,Private room,Bromley,Mottingham and Chislehurst North,3,4.0,2,1.0,71.0,14,51.440004,0.041153,2015-01-18 10:14:23.660
1338399,7257912,Private room,Barnet,Childs Hill,3,4.0,2,1.0,103.0,2,51.566301,-0.2024,2015-01-17 22:17:46.084
1338467,1271983,Entire home/apt,Hackney,Hackney Central,32,4.5,6,2.0,281.0,1,51.548665,-0.056788,2015-01-18 03:06:41.998
1338660,6994876,Private room,Haringey,St. Ann's,34,4.5,2,1.0,51.0,3,51.581556,-0.080928,2015-01-17 22:41:12.192
1338844,7260265,Private room,Southwark,The Lane,33,5.0,2,1.0,75.0,2,51.466497,-0.070999,2015-01-18 11:34:45.008
1338872,7255470,Private room,Bromley,Mottingham and Chislehurst North,4,5.0,2,1.0,75.0,27,51.439317,0.039677,2015-01-18 13:39:18.066
1339368,6624429,Private room,Hackney,Hoxton East & Shoreditch,2,5.0,1,1.0,75.0,1,51.535979,-0.08757,2015-01-18 12:25:02.784
1339408,7258144,Private room,Hounslow,Chiswick Riverside,13,4.5,1,1.0,92.0,2,51.483102,-0.269003,2015-01-17 21:12:46.508
1339718,6858444,Private room,Hackney,Hoxton West,41,4.5,1,1.0,92.0,2,51.528316,-0.086062,2015-01-18 01:01:36.082
1339785,7264381,Entire home/apt,Camden,Fortune Green,10,4.5,8,3.0,234.0,3,51.555803,-0.210387,2015-01-18 05:44:32.310
1340141,7268396,Private room,Haringey,Woodside,0,,1,1.0,56.0,14,51.598169,-0.108777,2015-01-18 12:49:09.772
1340452,7270494,Private room,Hammersmith and Fulham,North End,1,5.0,2,1.0,112.0,2,51.485529,-0.2076,2015-01-17 22:41:16.647
1340622,7271357,Entire home/apt,Hammersmith and Fulham,Shepherd's Bush Green,15,4.5,4,2.0,337.0,2,51.509189,-0.219472,2015-01-18 10:32:50.697
1341379,7276015,Entire home/apt,Tower Hamlets,Spitalfields & Banglatown,10,5.0,5,2.0,337.0,2,51.5159,-0.075495,2015-01-18 09:43:46.800
1341763,1401537,Private room,Barnet,West Finchley,4,4.5,2,1.0,66.0,1,51.607232,-0.183708,2015-01-18 00:47:42.391
1341768,1969220,Private room,Westminster,Hyde Park,0,,2,1.0,169.0,1,51.514671,-0.178914,2015-01-18 01:10:37.419
1341769,1166787,Entire home/apt,Camden,Hampstead Town,45,5.0,2,1.0,253.0,2,51.556167,-0.178625,2015-01-18 01:14:54.682
1342152,6699456,Entire home/apt,Westminster,Maida Vale,37,4.5,3,2.0,262.0,3,51.52756,-0.19077,2015-01-18 10:04:48.693
1342158,1432477,Entire home/apt,Hammersmith and Fulham,Fulham Reach,4,3.5,4,1.0,166.0,2,51.485621,-0.211543,2015-01-18 10:33:08.287
1342180,1549541,Private room,Hackney,Dalston,15,5.0,1,1.0,93.0,2,51.548832,-0.068131,2015-01-18 12:07:57.250
1342325,930293,Private room,Camden,Swiss Cottage,53,5.0,2,1.0,112.0,3,51.541011,-0.177189,2015-01-18 04:21:41.909
1342435,7281057,Entire home/apt,Hackney,Stamford Hill West,0,,2,1.0,209.0,1,51.569433,-0.079829,2015-01-18 12:03:01.236
1342479,7281294,Private room,Tower Hamlets,Stepney Green,68,4.5,2,1.0,103.0,2,51.51914,-0.053952,2015-01-17 21:08:21.576
1342484,6362032,Entire home/apt,Hackney,Woodberry Down,13,4.5,4,2.0,262.0,2,51.570784,-0.091129,2015-01-17 21:28:17.626
1342639,7282088,Private room,Hammersmith and Fulham,Askew,4,4.5,2,1.0,151.0,1,51.503199,-0.23634,2015-01-18 08:19:56.381
1342795,7282860,Entire home/apt,Barnet,Oakleigh,24,5.0,3,2.0,150.0,3,51.627697,-0.161581,2015-01-18 01:23:51.576
1342810,7282860,Entire home/apt,Barnet,Oakleigh,7,5.0,3,2.0,150.0,3,51.62744,-0.162064,2015-01-18 02:31:29.997
1342828,3965817,Entire home/apt,Westminster,St. James's,55,4.0,5,1.0,253.0,1,51.510695,-0.133977,2015-01-18 03:45:47.074
1342955,7283663,Private room,Haringey,Noel Park,2,4.5,2,1.0,90.0,1,51.596613,-0.110438,2015-01-18 12:40:28.249
1343501,6010300,Private room,Ealing,South Acton,1,2.0,1,1.0,73.0,1,51.505761,-0.26702,2015-01-17 20:58:57.001
1344695,1029527,Entire home/apt,Islington,Barnsbury,0,,2,0.0,150.0,5,51.540612,-0.108907,2015-01-18 08:52:53.607
1344739,4723369,Private room,Redbridge,Fullwell,0,,2,1.0,110.0,1,51.596307,0.073163,2015-01-18 12:03:09.419
1344812,6633293,Entire home/apt,Camden,Camden Town with Primrose Hill,10,5.0,3,1.0,234.0,3,51.539287,-0.147695,2015-01-17 23:13:47.538
1345003,7296641,Entire home/apt,Camden,King's Cross,27,4.5,4,1.0,193.0,2,51.526348,-0.12398,2015-01-18 12:40:42.140
1345011,7136129,Entire home/apt,Lambeth,Brixton Hill,86,4.5,8,2.0,196.0,1,51.456919,-0.124191,2015-01-18 13:15:41.500
1345293,7297965,Private room,Westminster,Harrow Road,16,4.5,2,1.0,71.0,2,51.526871,-0.199757,2015-01-17 20:59:04.977
1345426,584426,Entire home/apt,Lewisham,New Cross,22,4.5,4,1.0,146.0,1,51.480986,-0.048485,2015-01-18 06:22:23.680
1345567,396953,Entire home/apt,Hackney,Hoxton East & Shoreditch,17,4.5,2,1.0,204.0,2,51.527291,-0.080538,2015-01-17 22:18:16.532
1345611,169150,Entire home/apt,Camden,Holborn and Covent Garden,62,4.0,2,1.0,178.0,1,51.513408,-0.128698,2015-01-18 01:23:55.593
1345660,7299795,Private room,Haringey,Woodside,0,,1,1.0,47.0,3,51.599846,-0.102546,2015-01-18 04:51:14.044
1345813,6993380,Entire home/apt,Tower Hamlets,St. Katharine's & Wapping,13,5.0,4,2.0,375.0,5,51.505636,-0.065265,2015-01-17 21:33:00.596
1345899,945826,Entire home/apt,Westminster,West End,21,4.5,2,1.0,262.0,3,51.514717,-0.130256,2015-01-18 03:41:39.608
1346303,2411546,Entire home/apt,Westminster,Maida Vale,5,4.5,4,2.0,243.0,4,51.529811,-0.193289,2015-01-18 14:11:20.765
1346531,1549541,Entire home/apt,Hackney,Dalston,8,5.0,4,2.0,224.0,2,51.548602,-0.06834,2015-01-18 12:03:15.093
1346887,6793226,Private room,Hammersmith and Fulham,Palace Riverside,11,4.5,2,1.0,56.0,2,51.472265,-0.211798,2015-01-18 01:06:20.791
1347488,4237948,Entire home/apt,Islington,Highbury East,1,4.5,2,1.0,168.0,3,51.552108,-0.094289,2015-01-18 07:21:01.284
1347757,3668844,Private room,Lambeth,Prince's,15,5.0,2,1.0,140.0,2,51.490003,-0.117628,2015-01-18 08:12:04.355
1347844,7091404,Entire home/apt,Islington,Caledonian,10,5.0,3,2.0,225.0,5,51.537932,-0.118367,2015-01-17 20:22:15.032
1347882,297094,Entire home/apt,Haringey,Muswell Hill,11,4.5,4,2.0,225.0,2,51.58924,-0.137838,2015-01-17 23:06:07.795
1347947,7313346,Private room,Tower Hamlets,Bow East,1,5.0,2,1.0,92.0,3,51.541896,-0.021111,2015-01-18 03:41:48.843
1347949,7302625,Private room,Richmond upon Thames,East Sheen,4,5.0,1,1.0,75.0,1,51.461702,-0.263002,2015-01-18 03:49:39.042
1348002,546445,Entire home/apt,Tower Hamlets,Shadwell,4,5.0,10,2.0,935.0,1,51.512232,-0.061122,2015-01-18 07:28:10.530
1348010,6989753,Private room,Croydon,Broad Green,5,4.0,1,1.0,39.0,1,51.383906,-0.120637,2015-01-18 08:00:57.629
1348186,2379677,Entire home/apt,Waltham Forest,Leyton,7,3.5,3,1.0,165.0,2,51.561792,-0.010923,2015-01-18 02:31:56.961
1348705,7297965,Entire home/apt,Camden,Fortune Green,39,4.5,3,1.0,140.0,2,51.548395,-0.199582,2015-01-18 03:00:10.617
1348858,7318281,Private room,Lewisham,Lewisham Central,0,,1,1.0,84.0,3,51.467103,-0.012725,2015-01-18 13:48:00.412
1349153,968584,Private room,Harrow,Stanmore Park,1,4.5,1,1.0,56.0,1,51.619527,-0.316072,2015-01-17 22:27:54.171
1350213,2047530,Private room,Tower Hamlets,Weavers,76,4.5,2,1.0,122.0,2,51.524124,-0.070336,2015-01-18 00:57:14.214
1350440,3591080,Entire home/apt,Hammersmith and Fulham,Town,5,5.0,4,2.0,242.0,5,51.47882,-0.203126,2015-01-17 22:58:21.454
1350541,2047530,Private room,Tower Hamlets,Spitalfields & Banglatown,57,5.0,1,1.0,84.0,2,51.52258,-0.069048,2015-01-18 05:59:58.893
1350587,7194019,Private room,Camden,Kentish Town,12,4.5,2,1.0,131.0,2,51.553052,-0.137693,2015-01-18 09:09:40.327
1350621,2366672,Private room,Hackney,King's Park,6,5.0,2,1.0,112.0,1,51.552815,-0.038602,2015-01-18 11:38:47.000
1351254,201497,Entire home/apt,Islington,Junction,15,5.0,6,3.0,412.0,3,51.55751,-0.134476,2015-01-18 02:13:57.807
1351530,5564578,Private room,Haringey,Bruce Grove,19,4.0,2,1.0,47.0,2,51.595466,-0.074153,2015-01-18 03:37:51.583
1351844,6892666,Private room,Richmond upon Thames,West Twickenham,0,,1,1.0,125.0,1,51.446837,-0.35528,2015-01-18 07:36:48.956
1352070,7337548,Entire home/apt,Camden,Kilburn,49,5.0,4,1.0,215.0,2,51.536037,-0.188288,2015-01-18 05:32:26.244
1352264,3150201,Entire home/apt,Southwark,Riverside,26,4.5,3,1.0,140.0,7,51.49637,-0.0681,2015-01-18 01:11:13.079
1352302,5632130,Entire home/apt,Lewisham,Lewisham Central,2,4.5,6,2.0,187.0,5,51.464118,-0.01431,2015-01-18 03:53:44.090
1352355,7339987,Private room,Islington,Clerkenwell,10,4.5,2,1.0,93.0,3,51.528202,-0.114974,2015-01-18 07:33:07.316
1352392,4180387,Private room,Islington,St. Mary's,6,4.5,2,1.0,75.0,2,51.540067,-0.105301,2015-01-18 10:05:27.017
1352399,3713232,Private room,Lambeth,Gipsy Hill,14,4.5,2,1.0,84.0,7,51.431145,-0.097361,2015-01-18 10:38:43.438
1352479,584454,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,48,4.5,3,1.0,159.0,2,51.493149,-0.165473,2015-01-17 22:19:06.679
1353708,7347815,Entire home/apt,Camden,Belsize,40,4.5,2,1.0,222.0,2,51.546263,-0.169322,2015-01-18 12:45:52.850
1353798,745846,Entire home/apt,Merton,Dundonald,0,,4,2.0,375.0,7,51.409201,-0.216556,2015-01-18 01:02:25.612
1354438,7351090,Entire home/apt,Camden,Swiss Cottage,0,,5,3.0,280.0,3,51.544953,-0.180217,2015-01-18 09:57:12.183
1354595,1406428,Entire home/apt,Kensington and Chelsea,Colville,1,5.0,3,1.0,215.0,4,51.515264,-0.20379,2015-01-18 03:07:32.309
1354697,7352656,Entire home/apt,Southwark,Cathedrals,3,4.5,2,1.0,178.0,3,51.506316,-0.102695,2015-01-18 10:10:53.562
